,loanid,month,amount
22214,4902,2022-12-31,59179
22215,4902,2023-01-31,59179
22216,4902,2023-02-28,59179
22217,4902,2023-03-31,59179
22218,4902,2023-04-30,59179
22219,4902,2023-05-31,59179
22220,4902,2023-06-30,59179
22221,4902,2023-07-31,59179
22222,4902,2023-08-31,59179
22223,4902,2023-09-30,59179
22224,4903,2022-10-31,59024
22225,4903,2022-11-30,59024
22226,4903,2022-12-31,59024
22227,4903,2023-01-31,59024
22228,4903,2023-02-28,59024
22229,4903,2023-03-31,59024
22230,4903,2023-04-30,59024
22231,4903,2023-05-31,59024
22232,4903,2023-06-30,59024
22233,4903,2023-07-31,59024
22234,4903,2023-08-31,59024
22235,4903,2023-09-30,59024
22236,4904,2022-10-31,66894
22237,4904,2022-11-30,66894
22238,4904,2022-12-31,66894
22239,4904,2023-01-31,66894
22240,4904,2023-02-28,66894
22241,4904,2023-03-31,66894
22242,4904,2023-04-30,66894
22243,4904,2023-05-31,66894
22244,4904,2023-06-30,66894
22245,4904,2023-07-31,66894
22246,4904,2023-08-31,66894
22247,4904,2023-09-30,66894
22248,4905,2022-10-31,50740
22249,4905,2022-11-30,50740
22250,4905,2022-12-31,50740
22251,4905,2023-01-31,50740
22252,4905,2023-02-28,50740
22253,4905,2023-03-31,50740
22254,4905,2023-04-30,50740
22255,4905,2023-05-31,50740
22256,4905,2023-06-30,50740
22257,4905,2023-07-31,50740
22258,4905,2023-08-31,50740
22259,4905,2023-09-30,50740
22260,4906,2022-10-31,26047
22261,4906,2022-11-30,26047
22262,4906,2022-12-31,26047
22263,4906,2023-01-31,26047
22264,4906,2023-02-28,26047
22265,4906,2023-03-31,26047
22266,4906,2023-04-30,26047
22267,4906,2023-05-31,26047
22268,4906,2023-06-30,26047
22269,4906,2023-07-31,26047
22270,4906,2023-08-31,26047
22271,4906,2023-09-30,26047
22272,4907,2022-10-31,25850
22273,4907,2022-11-30,25850
22274,4907,2022-12-31,25850
22275,4907,2023-01-31,25850
22276,4907,2023-02-28,25850
22277,4907,2023-03-31,25850
22278,4907,2023-04-30,25850
22279,4907,2023-05-31,25850
22280,4907,2023-06-30,25850
22281,4907,2023-07-31,25850
22282,4907,2023-08-31,25850
22283,4907,2023-09-30,25850
22284,4908,2022-10-31,11679
22285,4908,2022-11-30,11679
22286,4908,2022-12-31,11679
22287,4908,2023-01-31,11679
22288,4908,2023-02-28,11679
22289,4908,2023-03-31,11679
22290,4908,2023-04-30,11679
22291,4908,2023-05-31,11679
22292,4908,2023-06-30,11679
22293,4908,2023-07-31,11679
22294,4908,2023-08-31,11679
22295,4908,2023-09-30,11679
22296,4909,2022-10-31,41686
22297,4909,2022-11-30,41686
22298,4909,2022-12-31,41686
22299,4909,2023-01-31,41686
22300,4909,2023-02-28,41686
22301,4909,2023-03-31,41686
22302,4909,2023-04-30,41686
22303,4909,2023-05-31,41686
22304,4909,2023-06-30,41686
22305,4909,2023-07-31,41686
22306,4909,2023-08-31,41686
22307,4909,2023-09-30,41686
22308,4910,2022-10-31,74062
22309,4910,2022-11-30,74062
22310,4910,2022-12-31,74062
22311,4910,2023-01-31,74062
22312,4910,2023-02-28,74062
22313,4910,2023-03-31,74062
22314,4910,2023-04-30,74062
22315,4910,2023-05-31,74062
22316,4910,2023-06-30,74062
22317,4910,2023-07-31,74062
22318,4910,2023-08-31,74062
22319,4910,2023-09-30,74062
22320,4911,2022-10-31,59125
22321,4911,2022-11-30,59125
22322,4911,2022-12-31,59125
22323,4911,2023-01-31,59125
22324,4911,2023-02-28,59125
22325,4911,2023-03-31,59125
22326,4911,2023-04-30,59125
22327,4911,2023-05-31,59125
22328,4911,2023-06-30,59125
22329,4911,2023-07-31,59125
22330,4911,2023-08-31,59125
22331,4911,2023-09-30,59125
22332,4912,2022-10-31,75714
22333,4912,2022-11-30,75714
22334,4912,2022-12-31,75714
22335,4912,2023-01-31,75714
22336,4912,2023-02-28,75714
22337,4912,2023-03-31,75714
22338,4912,2023-04-30,75714
22339,4912,2023-05-31,75714
22340,4912,2023-06-30,75714
22341,4912,2023-07-31,75714
22342,4912,2023-08-31,75714
22343,4912,2023-09-30,75714
22344,4913,2022-10-31,71431
22345,4913,2022-11-30,71431
22346,4913,2022-12-31,71431
22347,4913,2023-01-31,71431
22348,4913,2023-02-28,71431
22349,4913,2023-03-31,71431
22350,4913,2023-04-30,71431
22351,4913,2023-05-31,71431
22352,4913,2023-06-30,71431
22353,4913,2023-07-31,71431
22354,4913,2023-08-31,71431
22355,4913,2023-09-30,71431
22356,4914,2022-10-31,78784
22357,4914,2022-11-30,78784
22358,4914,2022-12-31,78784
22359,4914,2023-01-31,78784
22360,4914,2023-02-28,78784
22361,4914,2023-03-31,78784
22362,4914,2023-04-30,78784
22363,4914,2023-05-31,78784
22364,4914,2023-06-30,78784
22365,4914,2023-07-31,78784
22366,4914,2023-08-31,78784
22367,4914,2023-09-30,78784
22368,4915,2022-10-31,30535
22369,4915,2022-11-30,30535
22370,4915,2022-12-31,30535
22371,4915,2023-01-31,30535
22372,4915,2023-02-28,30535
22373,4915,2023-03-31,30535
22374,4915,2023-04-30,30535
22375,4915,2023-05-31,30535
22376,4915,2023-06-30,30535
22377,4915,2023-07-31,30535
22378,4915,2023-08-31,30535
22379,4915,2023-09-30,30535
22380,4916,2022-10-31,87567
22381,4916,2022-11-30,87567
22382,4916,2022-12-31,87567
22383,4916,2023-01-31,87567
22384,4916,2023-02-28,87567
22385,4916,2023-03-31,87567
22386,4916,2023-04-30,87567
22387,4916,2023-05-31,87567
22388,4916,2023-06-30,87567
22389,4916,2023-07-31,87567
22390,4916,2023-08-31,87567
22391,4916,2023-09-30,87567
22392,4917,2022-10-31,23214
22393,4917,2022-11-30,23214
22394,4917,2022-12-31,23214
22395,4917,2023-01-31,23214
22396,4917,2023-02-28,23214
22397,4917,2023-03-31,23214
22398,4917,2023-04-30,23214
22399,4917,2023-05-31,23214
22400,4917,2023-06-30,23214
22401,4917,2023-07-31,23214
22402,4917,2023-08-31,23214
22403,4917,2023-09-30,23214
22404,4918,2022-10-31,98317
22405,4918,2022-11-30,98317
22406,4918,2022-12-31,98317
22407,4918,2023-01-31,98317
22408,4918,2023-02-28,98317
22409,4918,2023-03-31,98317
22410,4918,2023-04-30,98317
22411,4918,2023-05-31,98317
22412,4918,2023-06-30,98317
22413,4918,2023-07-31,98317
22414,4918,2023-08-31,98317
22415,4918,2023-09-30,98317
22416,4919,2022-10-31,88675
22417,4919,2022-11-30,88675
22418,4919,2022-12-31,88675
22419,4919,2023-01-31,88675
22420,4919,2023-02-28,88675
22421,4919,2023-03-31,88675
22422,4919,2023-04-30,88675
22423,4919,2023-05-31,88675
22424,4919,2023-06-30,88675
22425,4919,2023-07-31,88675
22426,4919,2023-08-31,88675
22427,4919,2023-09-30,88675
22428,4920,2022-10-31,54482
22429,4920,2022-11-30,54482
22430,4920,2022-12-31,54482
22431,4920,2023-01-31,54482
22432,4920,2023-02-28,54482
22433,4920,2023-03-31,54482
22434,4920,2023-04-30,54482
22435,4920,2023-05-31,54482
22436,4920,2023-06-30,54482
22437,4920,2023-07-31,54482
22438,4920,2023-08-31,54482
22439,4920,2023-09-30,54482
22440,4921,2022-10-31,53913
22441,4921,2022-11-30,53913
22442,4921,2022-12-31,53913
22443,4921,2023-01-31,53913
22444,4921,2023-02-28,53913
22445,4921,2023-03-31,53913
22446,4921,2023-04-30,53913
22447,4921,2023-05-31,53913
22448,4921,2023-06-30,53913
22449,4921,2023-07-31,53913
22450,4921,2023-08-31,53913
22451,4921,2023-09-30,53913
22452,4922,2022-10-31,61727
22453,4922,2022-11-30,61727
22454,4922,2022-12-31,61727
22455,4922,2023-01-31,61727
22456,4922,2023-02-28,61727
22457,4922,2023-03-31,61727
22458,4922,2023-04-30,61727
22459,4922,2023-05-31,61727
22460,4922,2023-06-30,61727
22461,4922,2023-07-31,61727
22462,4922,2023-08-31,61727
22463,4922,2023-09-30,61727
22464,4923,2022-10-31,54671
22465,4923,2022-11-30,54671
22466,4923,2022-12-31,54671
22467,4923,2023-01-31,54671
22468,4923,2023-02-28,54671
22469,4923,2023-03-31,54671
22470,4923,2023-04-30,54671
22471,4923,2023-05-31,54671
22472,4923,2023-06-30,54671
22473,4923,2023-07-31,54671
22474,4923,2023-08-31,54671
22475,4923,2023-09-30,54671
22476,4924,2022-10-31,69408
22477,4924,2022-11-30,69408
22478,4924,2022-12-31,69408
22479,4924,2023-01-31,69408
22480,4924,2023-02-28,69408
22481,4924,2023-03-31,69408
22482,4924,2023-04-30,69408
22483,4924,2023-05-31,69408
22484,4924,2023-06-30,69408
22485,4924,2023-07-31,69408
22486,4924,2023-08-31,69408
22487,4924,2023-09-30,69408
22488,4925,2022-10-31,30182
22489,4925,2022-11-30,30182
22490,4925,2022-12-31,30182
22491,4925,2023-01-31,30182
22492,4925,2023-02-28,30182
22493,4925,2023-03-31,30182
22494,4925,2023-04-30,30182
22495,4925,2023-05-31,30182
22496,4925,2023-06-30,30182
22497,4925,2023-07-31,30182
22498,4925,2023-08-31,30182
22499,4925,2023-09-30,30182
22500,4926,2022-10-31,29031
22501,4926,2022-11-30,29031
22502,4926,2022-12-31,29031
22503,4926,2023-01-31,29031
22504,4926,2023-02-28,29031
22505,4926,2023-03-31,29031
22506,4926,2023-04-30,29031
22507,4926,2023-05-31,29031
22508,4926,2023-06-30,29031
22509,4926,2023-07-31,29031
22510,4926,2023-08-31,29031
22511,4926,2023-09-30,29031
22512,4927,2022-10-31,98088
22513,4927,2022-11-30,98088
22514,4927,2022-12-31,98088
22515,4927,2023-01-31,98088
22516,4927,2023-02-28,98088
22517,4927,2023-03-31,98088
22518,4927,2023-04-30,98088
22519,4927,2023-05-31,98088
22520,4927,2023-06-30,98088
22521,4927,2023-07-31,98088
22522,4927,2023-08-31,98088
22523,4927,2023-09-30,98088
22524,4928,2022-10-31,16492
22525,4928,2022-11-30,16492
22526,4928,2022-12-31,16492
22527,4928,2023-01-31,16492
22528,4928,2023-02-28,16492
22529,4928,2023-03-31,16492
22530,4928,2023-04-30,16492
22531,4928,2023-05-31,16492
22532,4928,2023-06-30,16492
22533,4928,2023-07-31,16492
22534,4928,2023-08-31,16492
22535,4928,2023-09-30,16492
22536,4929,2022-10-31,49350
22537,4929,2022-11-30,49350
22538,4929,2022-12-31,49350
22539,4929,2023-01-31,49350
22540,4929,2023-02-28,49350
22541,4929,2023-03-31,49350
22542,4929,2023-04-30,49350
22543,4929,2023-05-31,49350
22544,4929,2023-06-30,49350
22545,4929,2023-07-31,49350
22546,4929,2023-08-31,49350
22547,4929,2023-09-30,49350
22548,4930,2022-10-31,34668
22549,4930,2022-11-30,34668
22550,4930,2022-12-31,34668
22551,4930,2023-01-31,34668
22552,4930,2023-02-28,34668
22553,4930,2023-03-31,34668
22554,4930,2023-04-30,34668
22555,4930,2023-05-31,34668
22556,4930,2023-06-30,34668
22557,4930,2023-07-31,34668
22558,4930,2023-08-31,34668
22559,4930,2023-09-30,34668
22560,4931,2022-10-31,75033
22561,4931,2022-11-30,75033
22562,4931,2022-12-31,75033
22563,4931,2023-01-31,75033
22564,4931,2023-02-28,75033
22565,4931,2023-03-31,75033
22566,4931,2023-04-30,75033
22567,4931,2023-05-31,75033
22568,4931,2023-06-30,75033
22569,4931,2023-07-31,75033
22570,4931,2023-08-31,75033
22571,4931,2023-09-30,75033
22572,4932,2022-10-31,40769
22573,4932,2022-11-30,40769
22574,4932,2022-12-31,40769
22575,4932,2023-01-31,40769
22576,4932,2023-02-28,40769
22577,4932,2023-03-31,40769
22578,4932,2023-04-30,40769
22579,4932,2023-05-31,40769
22580,4932,2023-06-30,40769
22581,4932,2023-07-31,40769
22582,4932,2023-08-31,40769
22583,4932,2023-09-30,40769
22584,4933,2022-10-31,44138
22585,4933,2022-11-30,44138
22586,4933,2022-12-31,44138
22587,4933,2023-01-31,44138
22588,4933,2023-02-28,44138
22589,4933,2023-03-31,44138
22590,4933,2023-04-30,44138
22591,4933,2023-05-31,44138
22592,4933,2023-06-30,44138
22593,4933,2023-07-31,44138
22594,4933,2023-08-31,44138
22595,4933,2023-09-30,44138
22596,4934,2022-10-31,34547
22597,4934,2022-11-30,34547
22598,4934,2022-12-31,34547
22599,4934,2023-01-31,34547
22600,4934,2023-02-28,34547
22601,4934,2023-03-31,34547
22602,4934,2023-04-30,34547
22603,4934,2023-05-31,34547
22604,4934,2023-06-30,34547
22605,4934,2023-07-31,34547
22606,4934,2023-08-31,34547
22607,4934,2023-09-30,34547
22608,4935,2022-10-31,91422
22609,4935,2022-11-30,91422
22610,4935,2022-12-31,91422
22611,4935,2023-01-31,91422
22612,4935,2023-02-28,91422
22613,4935,2023-03-31,91422
22614,4935,2023-04-30,91422
22615,4935,2023-05-31,91422
22616,4935,2023-06-30,91422
22617,4935,2023-07-31,91422
22618,4935,2023-08-31,91422
22619,4935,2023-09-30,91422
22620,4936,2022-10-31,22261
22621,4936,2022-11-30,22261
22622,4936,2022-12-31,22261
22623,4936,2023-01-31,22261
22624,4936,2023-02-28,22261
22625,4936,2023-03-31,22261
22626,4936,2023-04-30,22261
22627,4936,2023-05-31,22261
22628,4936,2023-06-30,22261
22629,4936,2023-07-31,22261
22630,4936,2023-08-31,22261
22631,4936,2023-09-30,22261
22632,4937,2022-10-31,57757
22633,4937,2022-11-30,57757
22634,4937,2022-12-31,57757
22635,4937,2023-01-31,57757
22636,4937,2023-02-28,57757
22637,4937,2023-03-31,57757
22638,4937,2023-04-30,57757
22639,4937,2023-05-31,57757
22640,4937,2023-06-30,57757
22641,4937,2023-07-31,57757
22642,4937,2023-08-31,57757
22643,4937,2023-09-30,57757
22644,4938,2022-10-31,67514
22645,4938,2022-11-30,67514
22646,4938,2022-12-31,67514
22647,4938,2023-01-31,67514
22648,4938,2023-02-28,67514
22649,4938,2023-03-31,67514
22650,4938,2023-04-30,67514
22651,4938,2023-05-31,67514
22652,4938,2023-06-30,67514
22653,4938,2023-07-31,67514
22654,4938,2023-08-31,67514
22655,4938,2023-09-30,67514
22656,4939,2022-10-31,22876
22657,4939,2022-11-30,22876
22658,4939,2022-12-31,22876
22659,4939,2023-01-31,22876
22660,4939,2023-02-28,22876
22661,4939,2023-03-31,22876
22662,4939,2023-04-30,22876
22663,4939,2023-05-31,22876
22664,4939,2023-06-30,22876
22665,4939,2023-07-31,22876
22666,4939,2023-08-31,22876
22667,4939,2023-09-30,22876
22668,4940,2022-10-31,59112
22669,4940,2022-11-30,59112
22670,4940,2022-12-31,59112
22671,4940,2023-01-31,59112
22672,4940,2023-02-28,59112
22673,4940,2023-03-31,59112
22674,4940,2023-04-30,59112
22675,4940,2023-05-31,59112
22676,4940,2023-06-30,59112
22677,4940,2023-07-31,59112
22678,4940,2023-08-31,59112
22679,4940,2023-09-30,59112
22680,4941,2022-10-31,77740
22681,4941,2022-11-30,77740
22682,4941,2022-12-31,77740
22683,4941,2023-01-31,77740
22684,4941,2023-02-28,77740
22685,4941,2023-03-31,77740
22686,4941,2023-04-30,77740
22687,4941,2023-05-31,77740
22688,4941,2023-06-30,77740
22689,4941,2023-07-31,77740
22690,4941,2023-08-31,77740
22691,4941,2023-09-30,77740
22692,4942,2022-10-31,80911
22693,4942,2022-11-30,80911
22694,4942,2022-12-31,80911
22695,4942,2023-01-31,80911
22696,4942,2023-02-28,80911
22697,4942,2023-03-31,80911
22698,4942,2023-04-30,80911
22699,4942,2023-05-31,80911
22700,4942,2023-06-30,80911
22701,4942,2023-07-31,80911
22702,4942,2023-08-31,80911
22703,4942,2023-09-30,80911
22704,4943,2022-10-31,61205
22705,4943,2022-11-30,61205
22706,4943,2022-12-31,61205
22707,4943,2023-01-31,61205
22708,4943,2023-02-28,61205
22709,4943,2023-03-31,61205
22710,4943,2023-04-30,61205
22711,4943,2023-05-31,61205
22712,4943,2023-06-30,61205
22713,4943,2023-07-31,61205
22714,4943,2023-08-31,61205
22715,4943,2023-09-30,61205
22716,4944,2022-10-31,18201
22717,4944,2022-11-30,18201
22718,4944,2022-12-31,18201
22719,4944,2023-01-31,18201
22720,4944,2023-02-28,18201
22721,4944,2023-03-31,18201
22722,4944,2023-04-30,18201
22723,4944,2023-05-31,18201
22724,4944,2023-06-30,18201
22725,4944,2023-07-31,18201
22726,4944,2023-08-31,18201
22727,4944,2023-09-30,18201
22728,4945,2022-10-31,57078
22729,4945,2022-11-30,57078
22730,4945,2022-12-31,57078
22731,4945,2023-01-31,57078
22732,4945,2023-02-28,57078
22733,4945,2023-03-31,57078
22734,4945,2023-04-30,57078
22735,4945,2023-05-31,57078
22736,4945,2023-06-30,57078
22737,4945,2023-07-31,57078
22738,4945,2023-08-31,57078
22739,4945,2023-09-30,57078
22740,4946,2022-10-31,69449
22741,4946,2022-11-30,69449
22742,4946,2022-12-31,69449
22743,4946,2023-01-31,69449
22744,4946,2023-02-28,69449
22745,4946,2023-03-31,69449
22746,4946,2023-04-30,69449
22747,4946,2023-05-31,69449
22748,4946,2023-06-30,69449
22749,4946,2023-07-31,69449
22750,4946,2023-08-31,69449
22751,4946,2023-09-30,69449
22752,4947,2022-10-31,73320
22753,4947,2022-11-30,73320
22754,4947,2022-12-31,73320
22755,4947,2023-01-31,73320
22756,4947,2023-02-28,73320
22757,4947,2023-03-31,73320
22758,4947,2023-04-30,73320
22759,4947,2023-05-31,73320
22760,4947,2023-06-30,73320
22761,4947,2023-07-31,73320
22762,4947,2023-08-31,73320
22763,4947,2023-09-30,73320
22764,4948,2022-10-31,36737
22765,4948,2022-11-30,36737
22766,4948,2022-12-31,36737
22767,4948,2023-01-31,36737
22768,4948,2023-02-28,36737
22769,4948,2023-03-31,36737
22770,4948,2023-04-30,36737
22771,4948,2023-05-31,36737
22772,4948,2023-06-30,36737
22773,4948,2023-07-31,36737
22774,4948,2023-08-31,36737
22775,4948,2023-09-30,36737
22776,4949,2022-10-31,28000
22777,4949,2022-11-30,28000
22778,4949,2022-12-31,28000
22779,4949,2023-01-31,28000
22780,4949,2023-02-28,28000
22781,4949,2023-03-31,28000
22782,4949,2023-04-30,28000
22783,4949,2023-05-31,28000
22784,4949,2023-06-30,28000
22785,4949,2023-07-31,28000
22786,4949,2023-08-31,28000
22787,4949,2023-09-30,28000
22788,4950,2022-10-31,89831
22789,4950,2022-11-30,89831
22790,4950,2022-12-31,89831
22791,4950,2023-01-31,89831
22792,4950,2023-02-28,89831
22793,4950,2023-03-31,89831
22794,4950,2023-04-30,89831
22795,4950,2023-05-31,89831
22796,4950,2023-06-30,89831
22797,4950,2023-07-31,89831
22798,4950,2023-08-31,89831
22799,4950,2023-09-30,89831
22800,4951,2022-10-31,30211
22801,4951,2022-11-30,30211
22802,4951,2022-12-31,30211
22803,4951,2023-01-31,30211
22804,4951,2023-02-28,30211
22805,4951,2023-03-31,30211
22806,4951,2023-04-30,30211
22807,4951,2023-05-31,30211
22808,4951,2023-06-30,30211
22809,4951,2023-07-31,30211
22810,4951,2023-08-31,30211
22811,4951,2023-09-30,30211
22812,4952,2022-10-31,17725
22813,4952,2022-11-30,17725
22814,4952,2022-12-31,17725
22815,4952,2023-01-31,17725
22816,4952,2023-02-28,17725
22817,4952,2023-03-31,17725
22818,4952,2023-04-30,17725
22819,4952,2023-05-31,17725
22820,4952,2023-06-30,17725
22821,4952,2023-07-31,17725
22822,4952,2023-08-31,17725
22823,4952,2023-09-30,17725
22824,4953,2022-10-31,21589
22825,4953,2022-11-30,21589
22826,4953,2022-12-31,21589
22827,4953,2023-01-31,21589
22828,4953,2023-02-28,21589
22829,4953,2023-03-31,21589
22830,4953,2023-04-30,21589
22831,4953,2023-05-31,21589
22832,4953,2023-06-30,21589
22833,4953,2023-07-31,21589
22834,4953,2023-08-31,21589
22835,4953,2023-09-30,21589
22836,4954,2022-10-31,75841
22837,4954,2022-11-30,75841
22838,4954,2022-12-31,75841
22839,4954,2023-01-31,75841
22840,4954,2023-02-28,75841
22841,4954,2023-03-31,75841
22842,4954,2023-04-30,75841
22843,4954,2023-05-31,75841
22844,4954,2023-06-30,75841
22845,4954,2023-07-31,75841
22846,4954,2023-08-31,75841
22847,4954,2023-09-30,75841
22848,4955,2022-10-31,20178
22849,4955,2022-11-30,20178
22850,4955,2022-12-31,20178
22851,4955,2023-01-31,20178
22852,4955,2023-02-28,20178
22853,4955,2023-03-31,20178
22854,4955,2023-04-30,20178
22855,4955,2023-05-31,20178
22856,4955,2023-06-30,20178
22857,4955,2023-07-31,20178
22858,4955,2023-08-31,20178
22859,4955,2023-09-30,20178
22860,4956,2022-10-31,73757
22861,4956,2022-11-30,73757
22862,4956,2022-12-31,73757
22863,4956,2023-01-31,73757
22864,4956,2023-02-28,73757
22865,4956,2023-03-31,73757
22866,4956,2023-04-30,73757
22867,4956,2023-05-31,73757
22868,4956,2023-06-30,73757
22869,4956,2023-07-31,73757
22870,4956,2023-08-31,73757
22871,4956,2023-09-30,73757
22872,4957,2022-10-31,51938
22873,4957,2022-11-30,51938
22874,4957,2022-12-31,51938
22875,4957,2023-01-31,51938
22876,4957,2023-02-28,51938
22877,4957,2023-03-31,51938
22878,4957,2023-04-30,51938
22879,4957,2023-05-31,51938
22880,4957,2023-06-30,51938
22881,4957,2023-07-31,51938
22882,4957,2023-08-31,51938
22883,4957,2023-09-30,51938
22884,4958,2022-10-31,14148
22885,4958,2022-11-30,14148
22886,4958,2022-12-31,14148
22887,4958,2023-01-31,14148
22888,4958,2023-02-28,14148
22889,4958,2023-03-31,14148
22890,4958,2023-04-30,14148
22891,4958,2023-05-31,14148
22892,4958,2023-06-30,14148
22893,4958,2023-07-31,14148
22894,4958,2023-08-31,14148
22895,4958,2023-09-30,14148
22896,4959,2022-10-31,93354
22897,4959,2022-11-30,93354
22898,4959,2022-12-31,93354
22899,4959,2023-01-31,93354
22900,4959,2023-02-28,93354
22901,4959,2023-03-31,93354
22902,4959,2023-04-30,93354
22903,4959,2023-05-31,93354
22904,4959,2023-06-30,93354
22905,4959,2023-07-31,93354
22906,4959,2023-08-31,93354
22907,4959,2023-09-30,93354
22908,4960,2022-10-31,28835
22909,4960,2022-11-30,28835
22910,4960,2022-12-31,28835
22911,4960,2023-01-31,28835
22912,4960,2023-02-28,28835
22913,4960,2023-03-31,28835
22914,4960,2023-04-30,28835
22915,4960,2023-05-31,28835
22916,4960,2023-06-30,28835
22917,4960,2023-07-31,28835
22918,4960,2023-08-31,28835
22919,4960,2023-09-30,28835
22920,4961,2022-10-31,81101
22921,4961,2022-11-30,81101
22922,4961,2022-12-31,81101
22923,4961,2023-01-31,81101
22924,4961,2023-02-28,81101
22925,4961,2023-03-31,81101
22926,4961,2023-04-30,81101
22927,4961,2023-05-31,81101
22928,4961,2023-06-30,81101
22929,4961,2023-07-31,81101
22930,4961,2023-08-31,81101
22931,4961,2023-09-30,81101
22932,4962,2022-10-31,47648
22933,4962,2022-11-30,47648
22934,4962,2022-12-31,47648
22935,4962,2023-01-31,47648
22936,4962,2023-02-28,47648
22937,4962,2023-03-31,47648
22938,4962,2023-04-30,47648
22939,4962,2023-05-31,47648
22940,4962,2023-06-30,47648
22941,4962,2023-07-31,47648
22942,4962,2023-08-31,47648
22943,4962,2023-09-30,47648
22944,4963,2022-10-31,28324
22945,4963,2022-11-30,28324
22946,4963,2022-12-31,28324
22947,4963,2023-01-31,28324
22948,4963,2023-02-28,28324
22949,4963,2023-03-31,28324
22950,4963,2023-04-30,28324
22951,4963,2023-05-31,28324
22952,4963,2023-06-30,28324
22953,4963,2023-07-31,28324
22954,4963,2023-08-31,28324
22955,4963,2023-09-30,28324
22956,4964,2022-10-31,24668
22957,4964,2022-11-30,24668
22958,4964,2022-12-31,24668
22959,4964,2023-01-31,24668
22960,4964,2023-02-28,24668
22961,4964,2023-03-31,24668
22962,4964,2023-04-30,24668
22963,4964,2023-05-31,24668
22964,4964,2023-06-30,24668
22965,4964,2023-07-31,24668
22966,4964,2023-08-31,24668
22967,4964,2023-09-30,24668
22968,4965,2022-10-31,33870
22969,4965,2022-11-30,33870
22970,4965,2022-12-31,33870
22971,4965,2023-01-31,33870
22972,4965,2023-02-28,33870
22973,4965,2023-03-31,33870
22974,4965,2023-04-30,33870
22975,4965,2023-05-31,33870
22976,4965,2023-06-30,33870
22977,4965,2023-07-31,33870
22978,4965,2023-08-31,33870
22979,4965,2023-09-30,33870
22980,4966,2022-10-31,59353
22981,4966,2022-11-30,59353
22982,4966,2022-12-31,59353
22983,4966,2023-01-31,59353
22984,4966,2023-02-28,59353
22985,4966,2023-03-31,59353
22986,4966,2023-04-30,59353
22987,4966,2023-05-31,59353
22988,4966,2023-06-30,59353
22989,4966,2023-07-31,59353
22990,4966,2023-08-31,59353
22991,4966,2023-09-30,59353
22992,4967,2022-10-31,49387
22993,4967,2022-11-30,49387
22994,4967,2022-12-31,49387
22995,4967,2023-01-31,49387
22996,4967,2023-02-28,49387
22997,4967,2023-03-31,49387
22998,4967,2023-04-30,49387
22999,4967,2023-05-31,49387
23000,4967,2023-06-30,49387
23001,4967,2023-07-31,49387
23002,4967,2023-08-31,49387
23003,4967,2023-09-30,49387
23004,4968,2022-10-31,20645
23005,4968,2022-11-30,20645
23006,4968,2022-12-31,20645
23007,4968,2023-01-31,20645
23008,4968,2023-02-28,20645
23009,4968,2023-03-31,20645
23010,4968,2023-04-30,20645
23011,4968,2023-05-31,20645
23012,4968,2023-06-30,20645
23013,4968,2023-07-31,20645
23014,4968,2023-08-31,20645
23015,4968,2023-09-30,20645
23016,4969,2022-10-31,88815
23017,4969,2022-11-30,88815
23018,4969,2022-12-31,88815
23019,4969,2023-01-31,88815
23020,4969,2023-02-28,88815
23021,4969,2023-03-31,88815
23022,4969,2023-04-30,88815
23023,4969,2023-05-31,88815
23024,4969,2023-06-30,88815
23025,4969,2023-07-31,88815
23026,4969,2023-08-31,88815
23027,4969,2023-09-30,88815
23028,4970,2022-10-31,15693
23029,4970,2022-11-30,15693
23030,4970,2022-12-31,15693
23031,4970,2023-01-31,15693
23032,4970,2023-02-28,15693
23033,4970,2023-03-31,15693
23034,4970,2023-04-30,15693
23035,4970,2023-05-31,15693
23036,4970,2023-06-30,15693
23037,4970,2023-07-31,15693
23038,4970,2023-08-31,15693
23039,4970,2023-09-30,15693
23040,4971,2022-10-31,72881
23041,4971,2022-11-30,72881
23042,4971,2022-12-31,72881
23043,4971,2023-01-31,72881
23044,4971,2023-02-28,72881
23045,4971,2023-03-31,72881
23046,4971,2023-04-30,72881
23047,4971,2023-05-31,72881
23048,4971,2023-06-30,72881
23049,4971,2023-07-31,72881
23050,4971,2023-08-31,72881
23051,4971,2023-09-30,72881
23052,4972,2022-10-31,94178
23053,4972,2022-11-30,94178
23054,4972,2022-12-31,94178
23055,4972,2023-01-31,94178
23056,4972,2023-02-28,94178
23057,4972,2023-03-31,94178
23058,4972,2023-04-30,94178
23059,4972,2023-05-31,94178
23060,4972,2023-06-30,94178
23061,4972,2023-07-31,94178
23062,4972,2023-08-31,94178
23063,4972,2023-09-30,94178
23064,4973,2022-10-31,93343
23065,4973,2022-11-30,93343
23066,4973,2022-12-31,93343
23067,4973,2023-01-31,93343
23068,4973,2023-02-28,93343
23069,4973,2023-03-31,93343
23070,4973,2023-04-30,93343
23071,4973,2023-05-31,93343
23072,4973,2023-06-30,93343
23073,4973,2023-07-31,93343
23074,4973,2023-08-31,93343
23075,4973,2023-09-30,93343
23076,4974,2022-10-31,37963
23077,4974,2022-11-30,37963
23078,4974,2022-12-31,37963
23079,4974,2023-01-31,37963
23080,4974,2023-02-28,37963
23081,4974,2023-03-31,37963
23082,4974,2023-04-30,37963
23083,4974,2023-05-31,37963
23084,4974,2023-06-30,37963
23085,4974,2023-07-31,37963
23086,4974,2023-08-31,37963
23087,4974,2023-09-30,37963
